,title,date,article_id,url,main_topic,all_topics,authors,year
107,Constrained Abstractive Summarization: Preserving Factual Consistency with Constrained Generation,2020-10-24 00:27:44+00:00,2010.12723v2,http://arxiv.org/abs/2010.12723v2,cs.CL,cs.CL,Yuning Mao;Xiang Ren;Heng Ji;Jiawei Han,2020
108,Mining both Commonality and Specificity from Multiple Documents for Multi-Document Summarization,2023-03-05 14:25:05+00:00,2303.02677v1,http://arxiv.org/abs/2303.02677v1,cs.CL,cs.CL;cs.AI,Bing Ma,2023
109,"Centroid-based summarization of multiple documents: sentence extraction, utility-based evaluation, and user studies",2000-05-12 17:24:06+00:00,0005020v1,http://arxiv.org/abs/cs/0005020v1,cs.CL,cs.CL;cs.AI;cs.DL;cs.HC;cs.IR;H.3.1; H.3.4; H.3.7; H.5.2; I.2.7,Dragomir R. Radev;Hongyan Jing;Malgorzata Budzikowska,2000
110,"Extractive Summarization: Limits, Compression, Generalized Model and Heuristics",2017-04-18 22:21:22+00:00,1704.05550v1,http://arxiv.org/abs/1704.05550v1,cs.CL,cs.CL;cs.IR,Rakesh Verma;Daniel Lee,2017
111,GAE-ISumm: Unsupervised Graph-Based Summarization of Indian Languages,2022-12-25 17:20:03+00:00,2212.12937v1,http://arxiv.org/abs/2212.12937v1,cs.CL,cs.CL;cs.LG,Lakshmi Sireesha Vakada;Anudeep Ch;Mounika Marreddy;Subba Reddy Oota;Radhika Mamidi,2022
112,AQuaMuSe: Automatically Generating Datasets for Query-Based Multi-Document Summarization,2020-10-23 22:38:18+00:00,2010.12694v1,http://arxiv.org/abs/2010.12694v1,cs.CL,cs.CL,Sayali Kulkarni;Sheide Chammas;Wan Zhu;Fei Sha;Eugene Ie,2020
113,Few-Shot Learning for Opinion Summarization,2020-04-30 15:37:38+00:00,2004.14884v3,http://arxiv.org/abs/2004.14884v3,cs.LG,cs.LG;cs.CL;cs.NE;stat.ML,Arthur Bražinskas;Mirella Lapata;Ivan Titov,2020
114,A Sliding-Window Approach to Automatic Creation of Meeting Minutes,2021-04-26 02:44:14+00:00,2104.12324v1,http://arxiv.org/abs/2104.12324v1,cs.CL,cs.CL,Jia Jin Koay;Alexander Roustai;Xiaojin Dai;Fei Liu,2021
115,Automated News Summarization Using Transformers,2021-04-23 04:22:33+00:00,2108.01064v1,http://arxiv.org/abs/2108.01064v1,cs.CL,cs.CL,Anushka Gupta;Diksha Chugh;Anjum;Rahul Katarya,2021
116,"What to Read in a Contract? Party-Specific Summarization of Important Obligations, Entitlements, and Prohibitions in Legal Documents",2022-12-19 19:53:14+00:00,2212.09825v1,http://arxiv.org/abs/2212.09825v1,cs.CL,cs.CL,Abhilasha Sancheti;Aparna Garimella;Balaji Vasan Srinivasan;Rachel Rudinger,2022
117,Large Language Models are Diverse Role-Players for Summarization Evaluation,2023-03-27 10:40:59+00:00,2303.15078v2,http://arxiv.org/abs/2303.15078v2,cs.CL,cs.CL,Ning Wu;Ming Gong;Linjun Shou;Shining Liang;Daxin Jiang,2023
118,IndoSum: A New Benchmark Dataset for Indonesian Text Summarization,2018-10-12 03:07:21+00:00,1810.05334v5,http://arxiv.org/abs/1810.05334v5,cs.CL,cs.CL,Kemal Kurniawan;Samuel Louvan,2018
119,Multi-layered graph-based multi-document summarization model,2014-05-17 22:21:00+00:00,1405.7975v1,http://arxiv.org/abs/1405.7975v1,cs.IR,cs.IR;cs.CL,Ercan Canhasi,2014
120,Learning with Rejection for Abstractive Text Summarization,2023-02-16 19:07:08+00:00,2302.08531v1,http://arxiv.org/abs/2302.08531v1,cs.CL,cs.CL,Meng Cao;Yue Dong;Jingyi He;Jackie Chi Kit Cheung,2023
121,LCSTS: A Large Scale Chinese Short Text Summarization Dataset,2015-06-19 02:40:42+00:00,1506.05865v4,http://arxiv.org/abs/1506.05865v4,cs.CL,cs.CL;cs.IR;cs.LG,Baotian Hu;Qingcai Chen;Fangze Zhu,2015
122,Document Summarization with Text Segmentation,2023-01-20 22:24:22+00:00,2301.08817v1,http://arxiv.org/abs/2301.08817v1,cs.CL,cs.CL,Lesly Miculicich;Benjamin Han,2023
123,LANS: Large-scale Arabic News Summarization Corpus,2022-10-24 20:54:01+00:00,2210.13600v1,http://arxiv.org/abs/2210.13600v1,cs.CL,cs.CL;cs.LG,Abdulaziz Alhamadani;Xuchao Zhang;Jianfeng He;Chang-Tien Lu,2022
124,Hybrid Approach for Single Text Document Summarization using Statistical and Sentiment Features,2016-01-03 05:55:56+00:00,1601.00643v1,http://arxiv.org/abs/1601.00643v1,cs.IR,cs.IR,Chandra Shekhar Yadav;Aditi Sharan,2016
125,Keyphrase Based Evaluation of Automatic Text Summarization,2015-05-22 21:12:35+00:00,1505.06228v1,http://arxiv.org/abs/1505.06228v1,cs.CL,cs.CL;94AXX,Fatma Elghannam;Tarek El-Shishtawy,2015
126,Summarization Programs: Interpretable Abstractive Summarization with Neural Modular Trees,2022-09-21 16:50:22+00:00,2209.10492v2,http://arxiv.org/abs/2209.10492v2,cs.CL,cs.CL;cs.AI;cs.LG;cs.SE,Swarnadeep Saha;Shiyue Zhang;Peter Hase;Mohit Bansal,2022
127,Beyond Opinion Mining: Summarizing Opinions of Customer Reviews,2022-06-03 12:43:40+00:00,2206.01543v1,http://arxiv.org/abs/2206.01543v1,cs.CL,cs.CL;cs.AI;cs.LG,Reinald Kim Amplayo;Arthur Bražinskas;Yoshi Suhara;Xiaolan Wang;Bing Liu,2022
128,Neural Text Summarization: A Critical Evaluation,2019-08-23 18:00:38+00:00,1908.08960v1,http://arxiv.org/abs/1908.08960v1,cs.CL,cs.CL,Wojciech Kryściński;Nitish Shirish Keskar;Bryan McCann;Caiming Xiong;Richard Socher,2019
129,Weakly Supervised Concept Map Generation through Task-Guided Graph Translation,2021-10-08 20:17:10+00:00,2110.15720v3,http://arxiv.org/abs/2110.15720v3,cs.CL,cs.CL;cs.AI,Jiaying Lu;Xiangjue Dong;Carl Yang,2021
130,From Standard Summarization to New Tasks and Beyond: Summarization with Manifold Information,2020-05-10 14:59:36+00:00,2005.04684v1,http://arxiv.org/abs/2005.04684v1,cs.CL,cs.CL;cs.IR,Shen Gao;Xiuying Chen;Zhaochun Ren;Dongyan Zhao;Rui Yan,2020
131,Fuzzy Logic Based Method for Improving Text Summarization,2009-06-25 13:19:07+00:00,0906.4690v1,http://arxiv.org/abs/0906.4690v1,cs.IR,cs.IR,Ladda Suanmali;Naomie Salim;Mohammed Salem Binwahlan,2009
132,StructSum: Summarization via Structured Representations,2020-03-01 20:32:51+00:00,2003.00576v2,http://arxiv.org/abs/2003.00576v2,cs.CL,cs.CL,Vidhisha Balachandran;Artidoro Pagnoni;Jay Yoon Lee;Dheeraj Rajagopal;Jaime Carbonell;Yulia Tsvetkov,2020
133,Automatic Summarization of Online Debates,2017-08-15 16:44:28+00:00,1708.04587v1,http://arxiv.org/abs/1708.04587v1,cs.CL,cs.CL;cs.AI;cs.IR,Nattapong Sanchan;Ahmet Aker;Kalina Bontcheva,2017
134,Abstractive Text Summarization using Attentive GRU based Encoder-Decoder,2023-02-25 16:45:46+00:00,2302.13117v1,http://arxiv.org/abs/2302.13117v1,cs.CL,cs.CL;cs.AI;cs.LG,Tohida Rehman;Suchandan Das;Debarshi Kumar Sanyal;Samiran Chattopadhyay,2023
135,Unsupervised Abstractive Summarization of Bengali Text Documents,2021-01-26 11:41:28+00:00,2102.04490v2,http://arxiv.org/abs/2102.04490v2,cs.CL,cs.CL,Radia Rayan Chowdhury;Mir Tafseer Nayeem;Tahsin Tasnim Mim;Md. Saifur Rahman Chowdhury;Taufiqul Jannat,2021
136,Enhancing Extractive Text Summarization with Topic-Aware Graph Neural Networks,2020-10-13 09:30:04+00:00,2010.06253v1,http://arxiv.org/abs/2010.06253v1,cs.CL,cs.CL;cs.AI,Peng Cui;Le Hu;Yuanchao Liu,2020
137,LIA-RAG: a system based on graphs and divergence of probabilities applied to Speech-To-Text Summarization,2016-01-26 18:19:00+00:00,1601.07124v1,http://arxiv.org/abs/1601.07124v1,cs.CL,cs.CL;cs.IR,Elvys Linhares Pontes;Juan-Manuel Torres-Moreno;Andréa Carneiro Linhares,2016
138,On (Commercial) Benefits of Automatic Text Summarization Systems in the News Domain: A Case of Media Monitoring and Media Response Analysis,2017-01-03 15:49:35+00:00,1701.00728v1,http://arxiv.org/abs/1701.00728v1,cs.CL,cs.CL,Pashutan Modaresi;Philipp Gross;Siavash Sefidrodi;Mirja Eckhof;Stefan Conrad,2017
139,Topic Modeling Based Extractive Text Summarization,2021-06-29 12:28:19+00:00,2106.15313v1,http://arxiv.org/abs/2106.15313v1,cs.CL,cs.CL;cs.IR,Kalliath Abdul Rasheed Issam;Shivam Patel;Subalalitha C. N,2021
140,EDU-level Extractive Summarization with Varying Summary Lengths,2022-10-08 14:09:58+00:00,2210.04029v2,http://arxiv.org/abs/2210.04029v2,cs.CL,cs.CL,Yuping Wu;Ching-Hsun Tseng;Jiayu Shang;Shengzhong Mao;Goran Nenadic;Xiao-Jun Zeng,2022
141,iFacetSum: Coreference-based Interactive Faceted Summarization for Multi-Document Exploration,2021-09-23 20:01:11+00:00,2109.11621v1,http://arxiv.org/abs/2109.11621v1,cs.CL,cs.CL,Eran Hirsch;Alon Eirew;Ori Shapira;Avi Caciularu;Arie Cattan;Ori Ernst;Ramakanth Pasunuru;Hadar Ronen;Mohit Bansal;Ido Dagan,2021
142,Multi-modal Summarization for Video-containing Documents,2020-09-17 02:13:14+00:00,2009.08018v1,http://arxiv.org/abs/2009.08018v1,cs.CL,cs.CL;cs.IR,Xiyan Fu;Jun Wang;Zhenglu Yang,2020
143,Abstractive Summarization Using Attentive Neural Techniques,2018-10-20 18:24:48+00:00,1810.08838v1,http://arxiv.org/abs/1810.08838v1,cs.CL,cs.CL,Jacob Krantz;Jugal Kalita,2018
144,Multi-View Sequence-to-Sequence Models with Conversational Structure for Abstractive Dialogue Summarization,2020-10-04 20:12:44+00:00,2010.01672v1,http://arxiv.org/abs/2010.01672v1,cs.CL,cs.CL,Jiaao Chen;Diyi Yang,2020
145,An Improved Phrase-based Approach to Annotating and Summarizing Student Course Responses,2018-05-25 23:38:36+00:00,1805.10396v1,http://arxiv.org/abs/1805.10396v1,cs.CL,cs.CL,Wencan Luo;Fei Liu;Diane Litman,2018
146,ESSumm: Extractive Speech Summarization from Untranscribed Meeting,2022-09-14 20:13:15+00:00,2209.06913v1,http://arxiv.org/abs/2209.06913v1,eess.AS,eess.AS;cs.CL;cs.SD,Jun Wang,2022
147,LR-Sum: Summarization for Less-Resourced Languages,2022-12-19 18:00:09+00:00,2212.09674v1,http://arxiv.org/abs/2212.09674v1,cs.CL,cs.CL,Chester Palen-Michel;Constantine Lignos,2022
148,Human-like Summarization Evaluation with ChatGPT,2023-04-05 16:17:32+00:00,2304.02554v1,http://arxiv.org/abs/2304.02554v1,cs.CL,cs.CL,Mingqi Gao;Jie Ruan;Renliang Sun;Xunjian Yin;Shiping Yang;Xiaojun Wan,2023
149,Induction of Word and Phrase Alignments for Automatic Document Summarization,2009-07-04 22:57:26+00:00,0907.0804v1,http://arxiv.org/abs/0907.0804v1,cs.CL,cs.CL,Hal Daumé III;Daniel Marcu,2009
150,Unsupervised Opinion Summarization as Copycat-Review Generation,2019-11-06 08:20:13+00:00,1911.02247v2,http://arxiv.org/abs/1911.02247v2,cs.CL,cs.CL;cs.IR;cs.LG;stat.ML,Arthur Bražinskas;Mirella Lapata;Ivan Titov,2019
151,Re-evaluating Evaluation in Text Summarization,2020-10-14 13:58:53+00:00,2010.07100v1,http://arxiv.org/abs/2010.07100v1,cs.CL,cs.CL;cs.IR;cs.LG,Manik Bhandari;Pranav Gour;Atabak Ashfaq;Pengfei Liu;Graham Neubig,2020
152,CLTS+: A New Chinese Long Text Summarization Dataset with Abstractive Summaries,2022-06-09 03:53:52+00:00,2206.04253v1,http://arxiv.org/abs/2206.04253v1,cs.CL,cs.CL;cs.AI,Xiaojun Liu;Shunan Zang;Chuang Zhang;Xiaojun Chen;Yangyang Ding,2022
153,Belief Propagation for Maximum Coverage on Weighted Bipartite Graph and Application to Text Summarization,2020-03-26 05:50:20+00:00,2004.08301v1,http://arxiv.org/abs/2004.08301v1,cs.CL,cs.CL;cs.IR;cs.LG;cs.SI;stat.ML,Hiroki Kitano;Koujin Takeda,2020
154,Podcast Summary Assessment: A Resource for Evaluating Summary Assessment Methods,2022-08-28 18:24:41+00:00,2208.13265v1,http://arxiv.org/abs/2208.13265v1,cs.CL,cs.CL,Potsawee Manakul;Mark J. F. Gales,2022
155,The Structure and Dynamics of Co-Citation Clusters: A Multiple-Perspective Co-Citation Analysis,2010-02-09 21:51:51+00:00,1002.1985v1,http://arxiv.org/abs/1002.1985v1,cs.CY,cs.CY,Chaomei Chen;Fidelia Ibekwe-SanJuan;Jianhua Hou,2010
156,The Lokahi Prototype: Toward the automatic Extraction of Entity Relationship Models from Text,2022-01-14 08:06:58+00:00,2201.05327v1,http://arxiv.org/abs/2201.05327v1,cs.IR,cs.IR,Michael Kaufmann,2022
157,Modeling Endorsement for Multi-Document Abstractive Summarization,2021-10-15 03:55:42+00:00,2110.07844v1,http://arxiv.org/abs/2110.07844v1,cs.CL,cs.CL,Logan Lebanoff;Bingqing Wang;Zhe Feng;Fei Liu,2021
158,Summarizing Patients Problems from Hospital Progress Notes Using Pre-trained Sequence-to-Sequence Models,2022-08-17 17:07:35+00:00,2208.08408v2,http://arxiv.org/abs/2208.08408v2,cs.CL,cs.CL;cs.AI,Yanjun Gao;Dmitriy Dligach;Timothy Miller;Dongfang Xu;Matthew M. Churpek;Majid Afshar,2022
159,Ranking Sentences for Extractive Summarization with Reinforcement Learning,2018-02-23 16:55:31+00:00,1802.08636v2,http://arxiv.org/abs/1802.08636v2,cs.CL,cs.CL,Shashi Narayan;Shay B. Cohen;Mirella Lapata,2018
160,Tone Biased MMR Text Summarization,2018-02-26 16:12:40+00:00,1802.09426v2,http://arxiv.org/abs/1802.09426v2,cs.IR,cs.IR;cs.CL,Mayank Chaudhari;Aakash Nelson Mattukoyya,2018
161,Direct Processing of Document Images in Compressed Domain,2014-10-11 07:16:41+00:00,1410.2959v2,http://arxiv.org/abs/1410.2959v2,cs.CV,cs.CV,Mohammed Javed;P. Nagabhushan;B. B. Chaudhuri,2014
162,BERT Fine-tuning For Arabic Text Summarization,2020-03-29 20:23:14+00:00,2004.14135v1,http://arxiv.org/abs/2004.14135v1,cs.CL,cs.CL;cs.LG,Khalid N. Elmadani;Mukhtar Elgezouli;Anas Showk,2020
163,Summ^N: A Multi-Stage Summarization Framework for Long Input Dialogues and Documents,2021-10-16 06:19:54+00:00,2110.10150v2,http://arxiv.org/abs/2110.10150v2,cs.CL,cs.CL,Yusen Zhang;Ansong Ni;Ziming Mao;Chen Henry Wu;Chenguang Zhu;Budhaditya Deb;Ahmed H. Awadallah;Dragomir Radev;Rui Zhang,2021
164,Concise comparative summaries (CCS) of large text corpora with a human experiment,2014-04-29 13:53:38+00:00,1404.7362v1,http://arxiv.org/abs/1404.7362v1,cs.CL,cs.CL;stat.AP,Jinzhu Jia;Luke Miratrix;Bin Yu;Brian Gawalt;Laurent El Ghaoui;Luke Barnesmoore;Sophie Clavier,2014
165,A Semantic QA-Based Approach for Text Summarization Evaluation,2017-04-21 15:32:01+00:00,1704.06259v2,http://arxiv.org/abs/1704.06259v2,cs.CL,cs.CL;cs.AI,Ping Chen;Fei Wu;Tong Wang;Wei Ding,2017
166,Neighborhood Rough Set based Multi-document Summarization,2021-05-27 00:43:20+00:00,2106.07338v1,http://arxiv.org/abs/2106.07338v1,cs.CL,cs.CL;cs.AI,Nidhika Yadav,2021
167,Summaries as Captions: Generating Figure Captions for Scientific Documents with Automated Text Summarization,2023-02-23 20:39:06+00:00,2302.12324v1,http://arxiv.org/abs/2302.12324v1,cs.CL,cs.CL,Chieh-Yang Huang;Ting-Yao Hsu;Ryan Rossi;Ani Nenkova;Sungchul Kim;Gromit Yeuk-Yin Chan;Eunyee Koh;Clyde Lee Giles;Ting-Hao 'Kenneth' Huang,2023
168,Towards Automatically Generating Release Notes using Extractive Summarization Technique,2022-04-11 18:03:14+00:00,2204.05345v1,http://arxiv.org/abs/2204.05345v1,cs.SE,cs.SE,Sristy Sumana Nath;Banani Roy,2022
169,"Modeling, comprehending and summarizing textual content by graphs",2018-07-01 09:42:10+00:00,1807.00303v1,http://arxiv.org/abs/1807.00303v1,cs.CL,cs.CL;cs.IR,Vinicius Woloszyn;Guilherme Medeiros Machado;Leandro Krug Wives;José Palazzo Moreira de Oliveira,2018
170,Task-oriented Document-Grounded Dialog Systems by HLTPR@RWTH for DSTC9 and DSTC10,2023-04-14 12:46:29+00:00,2304.07101v1,http://arxiv.org/abs/2304.07101v1,cs.CL,cs.CL;cs.AI;cs.LG,David Thulke;Nico Daheim;Christian Dugast;Hermann Ney,2023
171,A Multilingual Study of Compressive Cross-Language Text Summarization,2018-10-24 21:58:48+00:00,1810.10639v1,http://arxiv.org/abs/1810.10639v1,cs.CL,cs.CL,Elvys Linhares Pontes;Stéphane Huet;Juan-Manuel Torres-Moreno,2018
172,WIDAR -- Weighted Input Document Augmented ROUGE,2022-01-23 14:40:42+00:00,2201.09282v1,http://arxiv.org/abs/2201.09282v1,cs.CL,cs.CL,Raghav Jain;Vaibhav Mavi;Anubhav Jangra;Sriparna Saha,2022
173,Jointly Extracting and Compressing Documents with Summary State Representations,2019-04-03 14:24:04+00:00,1904.02020v2,http://arxiv.org/abs/1904.02020v2,cs.IR,cs.IR;cs.CL;cs.LG,Afonso Mendes;Shashi Narayan;Sebastião Miranda;Zita Marinho;André F. T. Martins;Shay B. Cohen,2019
174,Question-Driven Summarization of Answers to Consumer Health Questions,2020-05-18 20:36:11+00:00,2005.09067v2,http://arxiv.org/abs/2005.09067v2,cs.CL,cs.CL,Max Savery;Asma Ben Abacha;Soumya Gayen;Dina Demner-Fushman,2020
175,Literature review on vulnerability detection using NLP technology,2021-04-23 03:16:51+00:00,2104.11230v1,http://arxiv.org/abs/2104.11230v1,cs.CR,cs.CR;cs.AI;cs.SE,Jiajie Wu,2021
176,ARMAN: Pre-training with Semantically Selecting and Reordering of Sentences for Persian Abstractive Summarization,2021-09-09 08:35:39+00:00,2109.04098v1,http://arxiv.org/abs/2109.04098v1,cs.CL,cs.CL,Alireza Salemi;Emad Kebriaei;Ghazal Neisi Minaei;Azadeh Shakery,2021
177,Klexikon: A German Dataset for Joint Summarization and Simplification,2022-01-18 18:50:43+00:00,2201.07198v2,http://arxiv.org/abs/2201.07198v2,cs.CL,cs.CL,Dennis Aumiller;Michael Gertz,2022
178,Automatic Text Extractive Summarization Based on Graph and Pre-trained Language Model Attention,2021-10-10 18:49:19+00:00,2110.04878v2,http://arxiv.org/abs/2110.04878v2,cs.CL,cs.CL,Yuan-Ching Lin;Jinwen Ma,2021
179,Multi-Fact Correction in Abstractive Text Summarization,2020-10-06 02:51:02+00:00,2010.02443v1,http://arxiv.org/abs/2010.02443v1,cs.CL,cs.CL,Yue Dong;Shuohang Wang;Zhe Gan;Yu Cheng;Jackie Chi Kit Cheung;Jingjing Liu,2020
180,Hierarchical Summarization for Longform Spoken Dialog,2021-08-21 23:31:31+00:00,2108.09597v1,http://arxiv.org/abs/2108.09597v1,cs.CL,cs.CL;cs.AI,Daniel Li;Thomas Chen;Albert Tung;Lydia Chilton,2021
181,Multimodal Frame-Scoring Transformer for Video Summarization,2022-07-05 05:14:15+00:00,2207.01814v3,http://arxiv.org/abs/2207.01814v3,cs.LG,cs.LG,Jeiyoon Park;Kiho Kwoun;Chanhee Lee;Heuiseok Lim,2022
182,Extractive Text Summarization Using Generalized Additive Models with Interactions for Sentence Selection,2022-12-21 00:56:50+00:00,2212.10707v1,http://arxiv.org/abs/2212.10707v1,cs.CL,cs.CL;cs.LG,Vinícius Camargo da Silva;João Paulo Papa;Kelton Augusto Pontara da Costa,2022
183,Leveraging Unsupervised Learning to Summarize APIs Discussed in Stack Overflow,2021-11-27 18:49:51+00:00,2111.13962v1,http://arxiv.org/abs/2111.13962v1,cs.SE,cs.SE;cs.LG,AmirHossein Naghshzan;Latifa Guerrouj;Olga Baysal,2021
184,Implicit Sensitive Text Summarization based on Data Conveyed by Connectives,2013-12-11 17:50:21+00:00,1312.3258v1,http://arxiv.org/abs/1312.3258v1,cs.CL,cs.CL,Henda Chorfi Ouertani,2013
185,ConvoSumm: Conversation Summarization Benchmark and Improved Abstractive Summarization with Argument Mining,2021-06-01 22:17:13+00:00,2106.00829v1,http://arxiv.org/abs/2106.00829v1,cs.CL,cs.CL,Alexander R. Fabbri;Faiaz Rahman;Imad Rizvi;Borui Wang;Haoran Li;Yashar Mehdad;Dragomir Radev,2021
186,Topic-Aware Encoding for Extractive Summarization,2021-12-17 15:26:37+00:00,2112.09572v3,http://arxiv.org/abs/2112.09572v3,cs.CL,cs.CL,Mingyang Song;Liping Jing,2021
187,Asking and Answering Questions to Evaluate the Factual Consistency of Summaries,2020-04-08 20:01:09+00:00,2004.04228v1,http://arxiv.org/abs/2004.04228v1,cs.CL,cs.CL,Alex Wang;Kyunghyun Cho;Mike Lewis,2020
188,Summary Explorer: Visualizing the State of the Art in Text Summarization,2021-08-04 07:11:19+00:00,2108.01879v2,http://arxiv.org/abs/2108.01879v2,cs.CL,cs.CL,Shahbaz Syed;Tariq Yousef;Khalid Al-Khatib;Stefan Jänicke;Martin Potthast,2021
189,A Hierarchical Network for Abstractive Meeting Summarization with Cross-Domain Pretraining,2020-04-04 21:00:41+00:00,2004.02016v4,http://arxiv.org/abs/2004.02016v4,cs.CL,cs.CL,Chenguang Zhu;Ruochen Xu;Michael Zeng;Xuedong Huang,2020
190,Automatic Related Work Generation: A Meta Study,2022-01-06 01:16:38+00:00,2201.01880v1,http://arxiv.org/abs/2201.01880v1,cs.CL,cs.CL,Xiangci Li;Jessica Ouyang,2022
191,BookSum: A Collection of Datasets for Long-form Narrative Summarization,2021-05-18 00:22:46+00:00,2105.08209v2,http://arxiv.org/abs/2105.08209v2,cs.CL,cs.CL,Wojciech Kryściński;Nazneen Rajani;Divyansh Agarwal;Caiming Xiong;Dragomir Radev,2021
192,Windowing Models for Abstractive Summarization of Long Texts,2020-04-07 13:01:26+00:00,2004.03324v1,http://arxiv.org/abs/2004.03324v1,cs.CL,cs.CL,Leon Schüller;Florian Wilhelm;Nico Kreiling;Goran Glavaš,2020
193,A Semantic Approach to Summarization,2014-06-04 20:22:30+00:00,1406.1203v1,http://arxiv.org/abs/1406.1203v1,cs.CL,cs.CL,Divyanshu Bhartiya;Ashudeep Singh,2014
194,Lay Text Summarisation Using Natural Language Processing: A Narrative Literature Review,2023-03-24 18:30:50+00:00,2303.14222v1,http://arxiv.org/abs/2303.14222v1,cs.CL,cs.CL,Oliver Vinzelberg;Mark David Jenkins;Gordon Morison;David McMinn;Zoe Tieges,2023
195,Learning Syntactic and Dynamic Selective Encoding for Document Summarization,2020-03-25 01:29:38+00:00,2003.11173v1,http://arxiv.org/abs/2003.11173v1,cs.CL,cs.CL;cs.LG,Haiyang Xu;Yahao He;Kun Han;Junwen Chen;Xiangang Li,2020
196,A Hierarchical End-to-End Model for Jointly Improving Text Summarization and Sentiment Classification,2018-05-03 02:30:07+00:00,1805.01089v2,http://arxiv.org/abs/1805.01089v2,cs.CL,cs.CL;cs.LG,Shuming Ma;Xu Sun;Junyang Lin;Xuancheng Ren,2018
197,An Enhanced Latent Semantic Analysis Approach for Arabic Document Summarization,2018-07-31 00:50:15+00:00,1807.11618v1,http://arxiv.org/abs/1807.11618v1,cs.CL,cs.CL,Kamal Al-Sabahi;Zuping Zhang;Jun Long;Khaled Alwesabi,2018
198,XWikiGen: Cross-lingual Summarization for Encyclopedic Text Generation in Low Resource Languages,2023-03-22 04:52:43+00:00,2303.12308v2,http://arxiv.org/abs/2303.12308v2,cs.CL,cs.CL,Dhaval Taunk;Shivprasad Sagare;Anupam Patil;Shivansh Subramanian;Manish Gupta;Vasudeva Varma,2023
199,Attributed Rhetorical Structure Grammar for Domain Text Summarization,2019-09-03 02:31:47+00:00,1909.00923v1,http://arxiv.org/abs/1909.00923v1,cs.CL,cs.CL;cs.AI,Ruqian Lu;Shengluan Hou;Chuanqing Wang;Yu Huang;Chaoqun Fei;Songmao Zhang,2019
200,Improving Zero and Few-Shot Abstractive Summarization with Intermediate Fine-tuning and Data Augmentation,2020-10-24 08:36:49+00:00,2010.12836v2,http://arxiv.org/abs/2010.12836v2,cs.CL,cs.CL,Alexander R. Fabbri;Simeng Han;Haoyuan Li;Haoran Li;Marjan Ghazvininejad;Shafiq Joty;Dragomir Radev;Yashar Mehdad,2020
